"1","2"
"1","3"
"1","4"
"1","5"
"1","6"
"1","7"
"1","8"
"1","9"
"1","10"
"1","11"
"1","12"
"1","13"
"1","14"
"2","15"
"2","16"
"2","17"
"2","18"
"2","19"
"2","20"
"2","21"
"2","22"
"2","23"
"2","24"
"2","25"
"2","26"
"2","27"
"2","28"
"2","29"
"2","30"
"2","31"
"2","32"
"2","33"
"2","34"
"2","35"
"2","36"
"2","37"
"2","38"
"2","39"
"2","40"
"2","41"
"2","42"
"2","43"
"2","44"
"2","45"
"2","46"
"2","47"
"2","48"
"2","49"
"2","50"
"2","51"
"2","52"
"2","53"
"2","54"
"2","1"
"2","55"
"2","56"
"2","57"
"2","58"
"2","13"
"2","59"
"2","60"
"2","61"
"3","62"
"3","63"
"3","64"
"3","65"
"3","66"
"3","67"
"3","68"
"3","69"
"3","70"
"3","71"
"3","72"
"3","73"
"3","74"
"3","75"
"3","76"
"3","77"
"3","78"
"3","79"
"3","80"
"3","81"
"3","82"
"3","83"
"3","84"
"3","85"
"3","86"
"3","87"
"3","88"
"3","89"
"3","90"
"3","91"
"3","92"
"3","93"
"3","94"
"3","95"
"3","96"
"3","97"
"3","98"
"3","99"
"3","1"
"3","100"
"3","101"
"3","102"
"3","103"
"4","104"
"4","105"
"4","106"
"4","107"
"4","108"
"4","109"
"4","110"
"4","111"
"4","112"
"4","113"
"4","114"
"4","115"
"4","116"
"4","117"
"4","118"
"4","119"
"4","120"
"4","121"
"4","122"
"4","123"
"4","124"
"4","125"
"4","126"
"4","127"
"4","128"
"4","129"
"4","130"
"4","1"
"4","131"
"4","132"
"4","133"
"4","134"
"4","135"
"5","136"
"5","137"
"5","138"
"5","139"
"5","140"
"5","141"
"5","142"
"5","143"
"5","144"
"5","145"
"5","146"
"5","147"
"5","148"
"5","149"
"5","150"
"5","151"
"5","152"
"5","153"
"5","154"
"5","155"
"5","156"
"5","157"
"5","158"
"5","159"
"5","160"
"5","161"
"5","87"
"5","162"
"5","1"
"5","163"
"6","164"
"6","165"
"6","166"
"6","167"
"6","168"
"6","169"
"6","170"
"6","171"
"6","172"
"6","173"
"6","174"
"6","175"
"6","176"
"6","177"
"6","178"
"6","179"
"6","180"
"6","181"
"6","182"
"6","183"
"6","184"
"6","185"
"6","186"
"6","187"
"6","188"
"6","189"
"6","190"
"6","191"
"7","192"
"7","193"
"7","194"
"7","195"
"7","196"
"7","197"
"7","198"
"7","199"
"7","200"
"7","201"
"7","12"
"7","202"
"7","203"
"7","1"
"7","204"
"7","205"
"7","206"
"7","207"
"7","208"
"7","209"
"7","210"
"7","211"
"7","212"
"7","213"
"8","214"
"8","63"
"8","215"
"8","216"
"8","217"
"8","218"
"8","219"
"8","220"
"8","221"
"8","222"
"8","223"
"8","224"
"8","225"
"8","226"
"8","227"
"8","228"
"8","87"
"8","229"
"8","230"
"8","190"
"8","231"
"9","232"
"9","233"
"9","234"
"9","235"
"9","236"
"9","237"
"9","238"
"9","239"
"9","240"
"9","241"
"9","242"
"9","243"
"9","1"
"9","244"
"9","245"
"9","246"
"9","247"
"9","248"
"10","249"
"10","250"
"10","251"
"10","252"
"10","253"
"10","254"
"10","255"
"10","256"
"10","257"
"10","258"
"10","259"
"10","260"
"10","261"
"10","262"
"10","263"
"10","1"
"11","264"
"11","265"
"11","266"
"11","267"
"11","268"
"11","269"
"11","270"
"11","190"
"11","271"
"11","272"
"11","273"
"11","274"
"11","275"
"11","276"
"11","277"
"12","278"
